anio,semana_epi,casos,temp_media_c_lag1,temp_media_c_lag2,temp_media_c_lag3,temp_media_c_lag4,precipitacion_mm_lag1,precipitacion_mm_lag2,precipitacion_mm_lag3,precipitacion_mm_lag4,humedad_media_pct_lag1,humedad_media_pct_lag2,humedad_media_pct_lag3,humedad_media_pct_lag4,casos_lag1,casos_lag2,casos_lag4
2013,22,218,20.91428571,21.5,21.44285714,21.37142857,109.3,21.4,52.2,68.5,85.28571429,84,82.28571429,83.28571429,214,193,229
2013,23,207,20.8,20.91428571,21.5,21.44285714,73.2,109.3,21.4,52.2,84.85714286,85.28571429,84,82.28571429,218,214,205
2013,24,205,21.42857143,20.8,20.91428571,21.5,6.5,73.2,109.3,21.4,81.57142857,84.85714286,85.28571429,84,207,218,193
2013,25,209,21.37142857,21.42857143,20.8,20.91428571,21.7,6.5,73.2,109.3,83.28571429,81.57142857,84.85714286,85.28571429,205,207,214
2013,26,191,21.41428571,21.37142857,21.42857143,20.8,24.5,21.7,6.5,73.2,84,83.28571429,81.57142857,84.85714286,209,205,218
2013,27,221,20.85714286,21.41428571,21.37142857,21.42857143,78.5,24.5,21.7,6.5,85.85714286,84,83.28571429,81.57142857,191,209,207
2013,28,210,20.57142857,20.85714286,21.41428571,21.37142857,17.2,78.5,24.5,21.7,83.57142857,85.85714286,84,83.28571429,221,191,205
2013,29,222,20.78571429,20.57142857,20.85714286,21.41428571,28.8,17.2,78.5,24.5,83.14285714,83.57142857,85.85714286,84,210,221,209
2013,30,178,21.25714286,20.78571429,20.57142857,20.85714286,13.9,28.8,17.2,78.5,82.14285714,83.14285714,83.57142857,85.85714286,222,210,191
2013,31,164,21.07142857,21.25714286,20.78571429,20.57142857,12.4,13.9,28.8,17.2,81.28571429,82.14285714,83.14285714,83.57142857,178,222,221
2013,32,167,21.3,21.07142857,21.25714286,20.78571429,11.4,12.4,13.9,28.8,81.57142857,81.28571429,82.14285714,83.14285714,164,178,210
2013,33,157,20.87142857,21.3,21.07142857,21.25714286,35.7,11.4,12.4,13.9,84.57142857,81.57142857,81.28571429,82.14285714,167,164,222
2013,34,155,21.42857143,20.87142857,21.3,21.07142857,10,35.7,11.4,12.4,81.42857143,84.57142857,81.57142857,81.28571429,157,167,178
2013,35,127,20.91428571,21.42857143,20.87142857,21.3,40.8,10,35.7,11.4,82.28571429,81.42857143,84.57142857,81.57142857,155,157,164
2013,36,112,21.17142857,20.91428571,21.42857143,20.87142857,13,40.8,10,35.7,81.28571429,82.28571429,81.42857143,84.57142857,127,155,167
2013,37,130,20.67142857,21.17142857,20.91428571,21.42857143,50.1,13,40.8,10,83.42857143,81.28571429,82.28571429,81.42857143,112,127,157
2013,38,141,20.84285714,20.67142857,21.17142857,20.91428571,57.9,50.1,13,40.8,85.14285714,83.42857143,81.28571429,82.28571429,130,112,155
2013,39,143,21.28571429,20.84285714,20.67142857,21.17142857,11.7,57.9,50.1,13,83.85714286,85.14285714,83.42857143,81.28571429,141,130,127
2013,40,159,21.38571429,21.28571429,20.84285714,20.67142857,132.3,11.7,57.9,50.1,83.71428571,83.85714286,85.14285714,83.42857143,143,141,112
2013,41,149,21.1,21.38571429,21.28571429,20.84285714,26.6,132.3,11.7,57.9,84.14285714,83.71428571,83.85714286,85.14285714,159,143,130
2013,42,165,20.55714286,21.1,21.38571429,21.28571429,50.4,26.6,132.3,11.7,86.42857143,84.14285714,83.71428571,83.85714286,149,159,141
2013,43,166,20.44285714,20.55714286,21.1,21.38571429,21.3,50.4,26.6,132.3,85.14285714,86.42857143,84.14285714,83.71428571,165,149,143
2013,44,151,20.88571429,20.44285714,20.55714286,21.1,75.1,21.3,50.4,26.6,85.28571429,85.14285714,86.42857143,84.14285714,166,165,159
2013,45,131,19.84285714,20.88571429,20.44285714,20.55714286,219,75.1,21.3,50.4,86.42857143,85.28571429,85.14285714,86.42857143,151,166,149
2013,46,150,20.12857143,19.84285714,20.88571429,20.44285714,103.1,219,75.1,21.3,84.42857143,86.42857143,85.28571429,85.14285714,131,151,165
2013,47,152,21,20.12857143,19.84285714,20.88571429,70.7,103.1,219,75.1,86.85714286,84.42857143,86.42857143,85.28571429,150,131,166
2013,48,144,19.7,21,20.12857143,19.84285714,205.8,70.7,103.1,219,88.71428571,86.85714286,84.42857143,86.42857143,152,150,151
2013,49,148,19.81428571,19.7,21,20.12857143,207.2,205.8,70.7,103.1,87.57142857,88.71428571,86.85714286,84.42857143,144,152,131
2013,50,155,20.37142857,19.81428571,19.7,21,199.4,207.2,205.8,70.7,86.57142857,87.57142857,88.71428571,86.85714286,148,144,150
2013,51,123,21.17142857,20.37142857,19.81428571,19.7,91.9,199.4,207.2,205.8,83.57142857,86.57142857,87.57142857,88.71428571,155,148,152
2013,52,104,20.6,21.17142857,20.37142857,19.81428571,129.8,91.9,199.4,207.2,89.42857143,83.57142857,86.57142857,87.57142857,123,155,144
2014,1,94,20.97142857,20.6,21.17142857,20.37142857,73.1,129.8,91.9,199.4,83.42857143,89.42857143,83.57142857,86.57142857,104,123,148
2014,2,90,21.15714286,20.97142857,20.6,21.17142857,51.1,73.1,129.8,91.9,86,83.42857143,89.42857143,83.57142857,94,104,155
2014,3,84,20.35714286,21.15714286,20.97142857,20.6,159.1,51.1,73.1,129.8,87.42857143,86,83.42857143,89.42857143,90,94,123
2014,4,86,21.15714286,20.35714286,21.15714286,20.97142857,14.5,159.1,51.1,73.1,83.85714286,87.42857143,86,83.42857143,84,90,104
2014,5,71,20.54285714,21.15714286,20.35714286,21.15714286,153.1,14.5,159.1,51.1,87,83.85714286,87.42857143,86,86,84,94
2014,6,81,20.82857143,20.54285714,21.15714286,20.35714286,65.9,153.1,14.5,159.1,85.57142857,87,83.85714286,87.42857143,71,86,90
2014,7,53,20.65714286,20.82857143,20.54285714,21.15714286,33.6,65.9,153.1,14.5,84.71428571,85.57142857,87,83.85714286,81,71,84
2014,8,63,20.92857143,20.65714286,20.82857143,20.54285714,59.7,33.6,65.9,153.1,85.42857143,84.71428571,85.57142857,87,53,81,86
2014,9,54,21.2,20.92857143,20.65714286,20.82857143,83.1,59.7,33.6,65.9,84.57142857,85.42857143,84.71428571,85.57142857,63,53,71
2014,10,58,20.71428571,21.2,20.92857143,20.65714286,119.4,83.1,59.7,33.6,86.85714286,84.57142857,85.42857143,84.71428571,54,63,81
2014,11,56,20.35714286,20.71428571,21.2,20.92857143,131.7,119.4,83.1,59.7,87.42857143,86.85714286,84.57142857,85.42857143,58,54,53
2014,12,54,20.84285714,20.35714286,20.71428571,21.2,48.1,131.7,119.4,83.1,85,87.42857143,86.85714286,84.57142857,56,58,63
2014,13,40,21.52857143,20.84285714,20.35714286,20.71428571,42.5,48.1,131.7,119.4,84,85,87.42857143,86.85714286,54,56,54
2014,14,62,21,21.52857143,20.84285714,20.35714286,109,42.5,48.1,131.7,84.57142857,84,85,87.42857143,40,54,58
2014,15,60,22.14285714,21,21.52857143,20.84285714,3.3,109,42.5,48.1,80,84.57142857,84,85,62,40,56
2014,16,48,21.65714286,22.14285714,21,21.52857143,6.6,3.3,109,42.5,83.57142857,80,84.57142857,84,60,62,54
2014,17,55,21.71428571,21.65714286,22.14285714,21,37.9,6.6,3.3,109,82.57142857,83.57142857,80,84.57142857,48,60,40
2014,18,53,21.54285714,21.71428571,21.65714286,22.14285714,127,37.9,6.6,3.3,83.85714286,82.57142857,83.57142857,80,55,48,62
2014,19,48,21.24285714,21.54285714,21.71428571,21.65714286,64,127,37.9,6.6,85.42857143,83.85714286,82.57142857,83.57142857,53,55,60
2014,20,50,20.54285714,21.24285714,21.54285714,21.71428571,165.1,64,127,37.9,88.14285714,85.42857143,83.85714286,82.57142857,48,53,48
2014,21,50,21.65714286,20.54285714,21.24285714,21.54285714,22.3,165.1,64,127,82.71428571,88.14285714,85.42857143,83.85714286,50,48,55
2014,22,31,21.01428571,21.65714286,20.54285714,21.24285714,65.7,22.3,165.1,64,85,82.71428571,88.14285714,85.42857143,50,50,53
2014,23,66,21.51428571,21.01428571,21.65714286,20.54285714,37.1,65.7,22.3,165.1,84.42857143,85,82.71428571,88.14285714,31,50,48
2014,24,65,21.44285714,21.51428571,21.01428571,21.65714286,12.4,37.1,65.7,22.3,84,84.42857143,85,82.71428571,66,31,50
2014,25,61,21.94285714,21.44285714,21.51428571,21.01428571,2,12.4,37.1,65.7,81.14285714,84,84.42857143,85,65,66,50
2014,26,57,22.24285714,21.94285714,21.44285714,21.51428571,0.5,2,12.4,37.1,78.57142857,81.14285714,84,84.42857143,61,65,31
2014,27,77,21.17142857,22.24285714,21.94285714,21.44285714,29,0.5,2,12.4,83.42857143,78.57142857,81.14285714,84,57,61,66
2014,28,66,21.24285714,21.17142857,22.24285714,21.94285714,39.3,29,0.5,2,84,83.42857143,78.57142857,81.14285714,77,57,65
2014,29,59,22.02857143,21.24285714,21.17142857,22.24285714,8.9,39.3,29,0.5,78.71428571,84,83.42857143,78.57142857,66,77,61
2014,30,75,22.28571429,22.02857143,21.24285714,21.17142857,0.1,8.9,39.3,29,77.85714286,78.71428571,84,83.42857143,59,66,57
2014,31,74,21.35714286,22.28571429,22.02857143,21.24285714,3.5,0.1,8.9,39.3,82.42857143,77.85714286,78.71428571,84,75,59,77
2014,32,64,21.28571429,21.35714286,22.28571429,22.02857143,31.2,3.5,0.1,8.9,80.28571429,82.42857143,77.85714286,78.71428571,74,75,66
2014,33,69,20.81428571,21.28571429,21.35714286,22.28571429,8.4,31.2,3.5,0.1,82.14285714,80.28571429,82.42857143,77.85714286,64,74,59
2014,34,54,21.37142857,20.81428571,21.28571429,21.35714286,3.2,8.4,31.2,3.5,80.14285714,82.14285714,80.28571429,82.42857143,69,64,75
2014,35,43,21.02857143,21.37142857,20.81428571,21.28571429,19.9,3.2,8.4,31.2,81.57142857,80.14285714,82.14285714,80.28571429,54,69,74
2014,36,60,20.91428571,21.02857143,21.37142857,20.81428571,23.5,19.9,3.2,8.4,81.57142857,81.57142857,80.14285714,82.14285714,43,54,64
2014,37,63,21.44285714,20.91428571,21.02857143,21.37142857,22.1,23.5,19.9,3.2,81.71428571,81.57142857,81.57142857,80.14285714,60,43,69
2014,38,44,20.88571429,21.44285714,20.91428571,21.02857143,34.2,22.1,23.5,19.9,84,81.71428571,81.57142857,81.57142857,63,60,54
2014,39,58,20.78571429,20.88571429,21.44285714,20.91428571,33.5,34.2,22.1,23.5,82.85714286,84,81.71428571,81.57142857,44,63,43
2014,40,58,20.85714286,20.78571429,20.88571429,21.44285714,45.6,33.5,34.2,22.1,84,82.85714286,84,81.71428571,58,44,60
2014,41,39,21.34285714,20.85714286,20.78571429,20.88571429,20.8,45.6,33.5,34.2,82.28571429,84,82.85714286,84,58,58,63
2014,42,66,20.81428571,21.34285714,20.85714286,20.78571429,57.7,20.8,45.6,33.5,85.14285714,82.28571429,84,82.85714286,39,58,44
2014,43,59,20.82857143,20.81428571,21.34285714,20.85714286,27.8,57.7,20.8,45.6,84.28571429,85.14285714,82.28571429,84,66,39,58
2014,44,41,20.61428571,20.82857143,20.81428571,21.34285714,113.8,27.8,57.7,20.8,86.14285714,84.28571429,85.14285714,82.28571429,59,66,58
2014,45,46,20.85714286,20.61428571,20.82857143,20.81428571,49.1,113.8,27.8,57.7,83.85714286,86.14285714,84.28571429,85.14285714,41,59,39
2014,46,61,21.14285714,20.85714286,20.61428571,20.82857143,66.4,49.1,113.8,27.8,85.71428571,83.85714286,86.14285714,84.28571429,46,41,66
2014,47,41,19.94285714,21.14285714,20.85714286,20.61428571,138.2,66.4,49.1,113.8,86,85.71428571,83.85714286,86.14285714,61,46,59
2014,48,41,20.3,19.94285714,21.14285714,20.85714286,83.3,138.2,66.4,49.1,87,86,85.71428571,83.85714286,41,61,41
2014,49,67,21.22857143,20.3,19.94285714,21.14285714,49.9,83.3,138.2,66.4,84.85714286,87,86,85.71428571,41,41,46
2014,50,68,21.3,21.22857143,20.3,19.94285714,49.7,49.9,83.3,138.2,84.71428571,84.85714286,87,86,67,41,61
2014,51,78,20.04285714,21.3,21.22857143,20.3,118.7,49.7,49.9,83.3,86.71428571,84.71428571,84.85714286,87,68,67,41
2014,52,62,20.75714286,20.04285714,21.3,21.22857143,26.2,118.7,49.7,49.9,84.42857143,86.71428571,84.71428571,84.85714286,78,68,41
2014,53,66,,,,,54.4,26.2,118.7,49.7,83.14285714,84.42857143,86.71428571,84.71428571,62,78,67
2015,1,90,21.77142857,20.75714286,20.04285714,21.3,,54.4,26.2,118.7,,83.14285714,84.42857143,86.71428571,66,62,68
2015,2,97,21.35714286,21.77142857,20.75714286,20.04285714,25.1,,54.4,26.2,83.28571429,,83.14285714,84.42857143,90,66,78
2015,3,128,21.67142857,21.35714286,21.77142857,20.75714286,2.3,25.1,,54.4,81.85714286,83.28571429,,83.14285714,97,90,62
2015,4,110,21.14285714,21.67142857,21.35714286,21.77142857,39.1,2.3,25.1,,84.14285714,81.85714286,83.28571429,,128,97,66
2015,5,122,20.52857143,21.14285714,21.67142857,21.35714286,44,39.1,2.3,25.1,85.71428571,84.14285714,81.85714286,83.28571429,110,128,90
2015,6,105,20.98571429,20.52857143,21.14285714,21.67142857,37.5,44,39.1,2.3,84.57142857,85.71428571,84.14285714,81.85714286,122,110,97
2015,7,131,20.68571429,20.98571429,20.52857143,21.14285714,77.2,37.5,44,39.1,86.71428571,84.57142857,85.71428571,84.14285714,105,122,128
2015,8,89,21.27142857,20.68571429,20.98571429,20.52857143,54.2,77.2,37.5,44,84.28571429,86.71428571,84.57142857,85.71428571,131,105,110
2015,9,97,21.25714286,21.27142857,20.68571429,20.98571429,12.6,54.2,77.2,37.5,83.14285714,84.28571429,86.71428571,84.57142857,89,131,122
2015,10,90,21.24285714,21.25714286,21.27142857,20.68571429,27,12.6,54.2,77.2,83,83.14285714,84.28571429,86.71428571,97,89,105
2015,11,98,21.34285714,21.24285714,21.25714286,21.27142857,95.6,27,12.6,54.2,85.28571429,83,83.14285714,84.28571429,90,97,131
2015,12,71,22.15714286,21.34285714,21.24285714,21.25714286,89.5,95.6,27,12.6,84.28571429,85.28571429,83,83.14285714,98,90,89
2015,13,79,20.25714286,22.15714286,21.34285714,21.24285714,243.5,89.5,95.6,27,87.85714286,84.28571429,85.28571429,83,71,98,97
2015,14,74,20.85714286,20.25714286,22.15714286,21.34285714,118.5,243.5,89.5,95.6,85.57142857,87.85714286,84.28571429,85.28571429,79,71,90
2015,15,95,21.12857143,20.85714286,20.25714286,22.15714286,107.9,118.5,243.5,89.5,84.71428571,85.57142857,87.85714286,84.28571429,74,79,98
2015,16,95,22.18571429,21.12857143,20.85714286,20.25714286,17.1,107.9,118.5,243.5,81.42857143,84.71428571,85.57142857,87.85714286,95,74,71
2015,17,113,21.55714286,22.18571429,21.12857143,20.85714286,30.7,17.1,107.9,118.5,83,81.42857143,84.71428571,85.57142857,95,95,79
2015,18,102,21.84285714,21.55714286,22.18571429,21.12857143,32.1,30.7,17.1,107.9,82.57142857,83,81.42857143,84.71428571,113,95,74
2015,19,117,21.42857143,21.84285714,21.55714286,22.18571429,91.2,32.1,30.7,17.1,85.85714286,82.57142857,83,81.42857143,102,113,95
2015,20,91,21.97142857,21.42857143,21.84285714,21.55714286,5.1,91.2,32.1,30.7,82.42857143,85.85714286,82.57142857,83,117,102,95
2015,21,94,21.98571429,21.97142857,21.42857143,21.84285714,7,5.1,91.2,32.1,82.85714286,82.42857143,85.85714286,82.57142857,91,117,113
2015,22,102,21.5,21.98571429,21.97142857,21.42857143,13.3,7,5.1,91.2,83.85714286,82.85714286,82.42857143,85.85714286,94,91,102
2015,23,69,21.11428571,21.5,21.98571429,21.97142857,38.2,13.3,7,5.1,83.85714286,83.85714286,82.85714286,82.42857143,102,94,117
2015,24,56,21.4,21.11428571,21.5,21.98571429,11,38.2,13.3,7,83.71428571,83.85714286,83.85714286,82.85714286,69,102,91
2015,25,73,20.9,21.4,21.11428571,21.5,50.4,11,38.2,13.3,85.14285714,83.71428571,83.85714286,83.85714286,56,69,94
2015,26,90,22.34285714,20.9,21.4,21.11428571,1.7,50.4,11,38.2,79.14285714,85.14285714,83.71428571,83.85714286,73,56,102
2015,27,62,22.74285714,22.34285714,20.9,21.4,0.2,1.7,50.4,11,77.42857143,79.14285714,85.14285714,83.71428571,90,73,69
2015,28,73,21.84285714,22.74285714,22.34285714,20.9,3.5,0.2,1.7,50.4,81.71428571,77.42857143,79.14285714,85.14285714,62,90,56
2015,29,59,21.52857143,21.84285714,22.74285714,22.34285714,38.5,3.5,0.2,1.7,83.42857143,81.71428571,77.42857143,79.14285714,73,62,73
2015,30,57,21.02857143,21.52857143,21.84285714,22.74285714,69,38.5,3.5,0.2,83.42857143,83.42857143,81.71428571,77.42857143,59,73,90
2015,31,73,21.27142857,21.02857143,21.52857143,21.84285714,28.7,69,38.5,3.5,81.28571429,83.42857143,83.42857143,81.71428571,57,59,62
2015,32,26,21.77142857,21.27142857,21.02857143,21.52857143,0.6,28.7,69,38.5,80.42857143,81.28571429,83.42857143,83.42857143,73,57,73
2015,33,61,21.77142857,21.77142857,21.27142857,21.02857143,38.5,0.6,28.7,69,81.71428571,80.42857143,81.28571429,83.42857143,26,73,59
2015,34,46,21.5,21.77142857,21.77142857,21.27142857,5.6,38.5,0.6,28.7,83.28571429,81.71428571,80.42857143,81.28571429,61,26,57
2015,35,48,21.4,21.5,21.77142857,21.77142857,18,5.6,38.5,0.6,83.28571429,83.28571429,81.71428571,80.42857143,46,61,73
2015,36,73,21.71428571,21.4,21.5,21.77142857,7.6,18,5.6,38.5,82,83.28571429,83.28571429,81.71428571,48,46,26
2015,37,78,21.57142857,21.71428571,21.4,21.5,10.3,7.6,18,5.6,82.42857143,82,83.28571429,83.28571429,73,48,61
2015,38,77,21.34285714,21.57142857,21.71428571,21.4,31,10.3,7.6,18,83.85714286,82.42857143,82,83.28571429,78,73,46
2015,39,67,21.95714286,21.34285714,21.57142857,21.71428571,52.7,31,10.3,7.6,82,83.85714286,82.42857143,82,77,78,48
2015,40,53,21.97142857,21.95714286,21.34285714,21.57142857,11.4,52.7,31,10.3,83.42857143,82,83.85714286,82.42857143,67,77,73
2015,41,84,21.42857143,21.97142857,21.95714286,21.34285714,42.9,11.4,52.7,31,83.71428571,83.42857143,82,83.85714286,53,67,78
2015,42,71,21.68571429,21.42857143,21.97142857,21.95714286,56,42.9,11.4,52.7,84.42857143,83.71428571,83.42857143,82,84,53,77
2015,43,70,21.57142857,21.68571429,21.42857143,21.97142857,137.1,56,42.9,11.4,84.71428571,84.42857143,83.71428571,83.42857143,71,84,67
2015,44,88,21.37142857,21.57142857,21.68571429,21.42857143,32.9,137.1,56,42.9,85.71428571,84.71428571,84.42857143,83.71428571,70,71,53
2015,45,95,20.42857143,21.37142857,21.57142857,21.68571429,126.9,32.9,137.1,56,88,85.71428571,84.71428571,84.42857143,88,70,84
2015,46,68,20.55714286,20.42857143,21.37142857,21.57142857,86.2,126.9,32.9,137.1,85.42857143,88,85.71428571,84.71428571,95,88,71
2015,47,95,21.61428571,20.55714286,20.42857143,21.37142857,29.3,86.2,126.9,32.9,83.71428571,85.42857143,88,85.71428571,68,95,70
2015,48,104,21.08571429,21.61428571,20.55714286,20.42857143,116.3,29.3,86.2,126.9,85.57142857,83.71428571,85.42857143,88,95,68,88
2015,49,109,21.77142857,21.08571429,21.61428571,20.55714286,56.6,116.3,29.3,86.2,83.71428571,85.57142857,83.71428571,85.42857143,104,95,95
2015,50,124,21.91428571,21.77142857,21.08571429,21.61428571,19.2,56.6,116.3,29.3,84.14285714,83.71428571,85.57142857,83.71428571,109,104,68
2015,51,137,21.65714286,21.91428571,21.77142857,21.08571429,29.9,19.2,56.6,116.3,83.14285714,84.14285714,83.71428571,85.57142857,124,109,95
2015,52,142,21.7,21.65714286,21.91428571,21.77142857,31.2,29.9,19.2,56.6,83.85714286,83.14285714,84.14285714,83.71428571,137,124,104
2016,1,228,22.52857143,22.24285714,21.7,21.65714286,7.8,31.2,29.9,19.2,83.14285714,83.85714286,83.14285714,84.14285714,142,137,109
2016,2,260,21.77142857,22.52857143,22.24285714,21.7,93.2,7.8,31.2,29.9,86.85714286,83.14285714,83.85714286,83.14285714,228,142,124
2016,3,262,21.42857143,21.77142857,22.52857143,22.24285714,52,93.2,7.8,31.2,87.14285714,86.85714286,83.14285714,83.85714286,260,228,137
2016,4,297,21.65714286,21.42857143,21.77142857,22.52857143,30.1,52,93.2,7.8,85.14285714,87.14285714,86.85714286,83.14285714,262,260,142
2016,5,298,21.41428571,21.65714286,21.42857143,21.77142857,65.7,30.1,52,93.2,86.42857143,85.14285714,87.14285714,86.85714286,297,262,228
2016,6,386,21.57142857,21.41428571,21.65714286,21.42857143,13.8,65.7,30.1,52,84.71428571,86.42857143,85.14285714,87.14285714,298,297,260
2016,7,315,22.31428571,21.57142857,21.41428571,21.65714286,21.9,13.8,65.7,30.1,84.85714286,84.71428571,86.42857143,85.14285714,386,298,262
2016,8,328,22.5,22.31428571,21.57142857,21.41428571,28.7,21.9,13.8,65.7,84.42857143,84.85714286,84.71428571,86.42857143,315,386,297
2016,9,371,22.37142857,22.5,22.31428571,21.57142857,124.2,28.7,21.9,13.8,83.71428571,84.42857143,84.85714286,84.71428571,328,315,298
2016,10,263,21.55714286,22.37142857,22.5,22.31428571,68.2,124.2,28.7,21.9,86.57142857,83.71428571,84.42857143,84.85714286,371,328,386
2016,11,182,21.82857143,21.55714286,22.37142857,22.5,116.7,68.2,124.2,28.7,85,86.57142857,83.71428571,84.42857143,263,371,315
2016,12,208,22.28571429,21.82857143,21.55714286,22.37142857,29.5,116.7,68.2,124.2,83.57142857,85,86.57142857,83.71428571,182,263,328
2016,13,244,22.75714286,22.28571429,21.82857143,21.55714286,23.4,29.5,116.7,68.2,83.85714286,83.57142857,85,86.57142857,208,182,371
2016,14,227,21.52857143,22.75714286,22.28571429,21.82857143,173.2,23.4,29.5,116.7,88,83.85714286,83.57142857,85,244,208,263
2016,15,241,22.47142857,21.52857143,22.75714286,22.28571429,42.7,173.2,23.4,29.5,82.71428571,88,83.85714286,83.57142857,227,244,182
2016,16,193,22.21428571,22.47142857,21.52857143,22.75714286,156.5,42.7,173.2,23.4,84.42857143,82.71428571,88,83.85714286,241,227,208
2016,17,179,22.38571429,22.21428571,22.47142857,21.52857143,27,156.5,42.7,173.2,84.28571429,84.42857143,82.71428571,88,193,241,244
2016,18,180,21.78571429,22.38571429,22.21428571,22.47142857,173.2,27,156.5,42.7,86,84.28571429,84.42857143,82.71428571,179,193,227
2016,19,244,21.88571429,21.78571429,22.38571429,22.21428571,88.1,173.2,27,156.5,84.42857143,86,84.28571429,84.42857143,180,179,241
2016,20,210,22.07142857,21.88571429,21.78571429,22.38571429,47.1,88.1,173.2,27,83.14285714,84.42857143,86,84.28571429,244,180,193
2016,21,169,22.5,22.07142857,21.88571429,21.78571429,10.7,47.1,88.1,173.2,83.14285714,83.14285714,84.42857143,86,210,244,179
2016,22,136,21.94285714,22.5,22.07142857,21.88571429,31.2,10.7,47.1,88.1,84.57142857,83.14285714,83.14285714,84.42857143,169,210,180
2016,23,144,21.48571429,21.94285714,22.5,22.07142857,67.7,31.2,10.7,47.1,83.42857143,84.57142857,83.14285714,83.14285714,136,169,244
2016,24,138,21.25714286,21.48571429,21.94285714,22.5,35.6,67.7,31.2,10.7,82.71428571,83.42857143,84.57142857,83.14285714,144,136,210
2016,25,111,21.42857143,21.25714286,21.48571429,21.94285714,4.6,35.6,67.7,31.2,81.28571429,82.71428571,83.42857143,84.57142857,138,144,169
2016,26,122,21.28571429,21.42857143,21.25714286,21.48571429,28.3,4.6,35.6,67.7,82.71428571,81.28571429,82.71428571,83.42857143,111,138,136
2016,27,101,21.84285714,21.28571429,21.42857143,21.25714286,15.3,28.3,4.6,35.6,81.42857143,82.71428571,81.28571429,82.71428571,122,111,144
2016,28,92,21.92857143,21.84285714,21.28571429,21.42857143,17,15.3,28.3,4.6,80.57142857,81.42857143,82.71428571,81.28571429,101,122,138
2016,29,57,20.74285714,21.92857143,21.84285714,21.28571429,40.8,17,15.3,28.3,84.57142857,80.57142857,81.42857143,82.71428571,92,101,111
2016,30,44,20.81428571,20.74285714,21.92857143,21.84285714,23.2,40.8,17,15.3,83.14285714,84.57142857,80.57142857,81.42857143,57,92,122
2016,31,52,21.55714286,20.81428571,20.74285714,21.92857143,5.1,23.2,40.8,17,81.14285714,83.14285714,84.57142857,80.57142857,44,57,101
2016,32,47,21.78571429,21.55714286,20.81428571,20.74285714,10.1,5.1,23.2,40.8,80.14285714,81.14285714,83.14285714,84.57142857,52,44,92
2016,33,47,21.27142857,21.78571429,21.55714286,20.81428571,12.7,10.1,5.1,23.2,84,80.14285714,81.14285714,83.14285714,47,52,57
2016,34,39,21.42857143,21.27142857,21.78571429,21.55714286,7.6,12.7,10.1,5.1,83,84,80.14285714,81.14285714,47,47,44
2016,35,27,21.3,21.42857143,21.27142857,21.78571429,41.6,7.6,12.7,10.1,82.42857143,83,84,80.14285714,39,47,52
2016,36,33,20.77142857,21.3,21.42857143,21.27142857,71,41.6,7.6,12.7,84.85714286,82.42857143,83,84,27,39,47
2016,37,40,21.08571429,20.77142857,21.3,21.42857143,38.5,71,41.6,7.6,83.57142857,84.85714286,82.42857143,83,33,27,47
2016,38,40,20.91428571,21.08571429,20.77142857,21.3,29.4,38.5,71,41.6,85.57142857,83.57142857,84.85714286,82.42857143,40,33,39
2016,39,21,21.12857143,20.91428571,21.08571429,20.77142857,13.7,29.4,38.5,71,83.42857143,85.57142857,83.57142857,84.85714286,40,40,27
2016,40,25,20.7,21.12857143,20.91428571,21.08571429,159.2,13.7,29.4,38.5,86.28571429,83.42857143,85.57142857,83.57142857,21,40,33
2016,41,28,20.9,20.7,21.12857143,20.91428571,93.4,159.2,13.7,29.4,85.57142857,86.28571429,83.42857143,85.57142857,25,21,40
2016,42,52,21.34285714,20.9,20.7,21.12857143,24.5,93.4,159.2,13.7,84.28571429,85.57142857,86.28571429,83.42857143,28,25,40
2016,43,37,20.77142857,21.34285714,20.9,20.7,147.6,24.5,93.4,159.2,86.28571429,84.28571429,85.57142857,86.28571429,52,28,21
2016,44,30,20.61428571,20.77142857,21.34285714,20.9,194.3,147.6,24.5,93.4,86.71428571,86.28571429,84.28571429,85.57142857,37,52,25
2016,45,28,21.24285714,20.61428571,20.77142857,21.34285714,69.1,194.3,147.6,24.5,86,86.71428571,86.28571429,84.28571429,30,37,28
2016,46,23,21.14285714,21.24285714,20.61428571,20.77142857,77.8,69.1,194.3,147.6,85.42857143,86,86.71428571,86.28571429,28,30,52
2016,47,30,20.38571429,21.14285714,21.24285714,20.61428571,165.2,77.8,69.1,194.3,86.28571429,85.42857143,86,86.71428571,23,28,37
2016,48,23,21.11428571,20.38571429,21.14285714,21.24285714,58.9,165.2,77.8,69.1,81,86.28571429,85.42857143,86,30,23,30
2016,49,29,21.1,21.11428571,20.38571429,21.14285714,88.6,58.9,165.2,77.8,86.28571429,81,86.28571429,85.42857143,23,30,28
2016,50,25,20.72857143,21.1,21.11428571,20.38571429,84.2,88.6,58.9,165.2,85.42857143,86.28571429,81,86.28571429,29,23,23
2016,51,15,21.38571429,20.72857143,21.1,21.11428571,31.3,84.2,88.6,58.9,82.85714286,85.42857143,86.28571429,81,25,29,30
2016,52,25,20.3,21.38571429,20.72857143,21.1,152.6,31.3,84.2,88.6,87.57142857,82.85714286,85.42857143,86.28571429,15,25,23
2017,1,31,21.22857143,20.3,21.38571429,20.72857143,46.1,152.6,31.3,84.2,85.28571429,87.57142857,82.85714286,85.42857143,25,15,29
2017,2,32,21.35714286,21.22857143,20.3,21.38571429,61.3,46.1,152.6,31.3,85.71428571,85.28571429,87.57142857,82.85714286,31,25,25
